county,year,naics,emp,est,n1_4,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
CAMPO,2010,541940,136,9,2,1,4,2,0,0,0,0,0,0,0,0,0
CAMPO,2010,541990,13,3,2,0,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,551112,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,551114,701,9,3,1,4,0,0,0,0,1,0,0,0,0,0
CAMPO,2010,561110,18,5,4,0,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561210,83,3,0,0,1,1,1,0,0,0,0,0,0,0,0
CAMPO,2010,561311,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561320,290,8,3,1,0,2,1,1,0,0,0,0,0,0,0
CAMPO,2010,561330,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561410,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561431,11,3,2,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561439,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561510,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561591,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561599,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561612,31,2,0,1,0,1,0,0,0,0,0,0,0,0,0
CAMPO,2010,561710,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561720,279,13,6,2,2,0,3,0,0,0,0,0,0,0,0
CAMPO,2010,561730,71,19,12,7,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561740,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,561990,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,562111,54,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CAMPO,2010,562910,24,2,1,0,0,1,0,0,0,0,0,0,0,0,0
CAMPO,2010,611110,1460,27,0,0,0,17,8,2,0,0,0,0,0,0,0
CAMPO,2010,611310,5148,2,1,0,0,0,0,0,0,0,0,0,1,0,0
CAMPO,2010,611420,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611430,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611511,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611512,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611513,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611519,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611610,19,6,5,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611620,50,6,1,4,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611691,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611699,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,611710,44,4,3,0,0,1,0,0,0,0,0,0,0,0,0
CAMPO,2010,621111,850,42,24,6,6,4,0,0,0,1,0,0,0,0,0
CAMPO,2010,621112,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621210,301,36,6,17,12,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621310,56,14,11,2,0,1,0,0,0,0,0,0,0,0,0
CAMPO,2010,621320,26,4,2,1,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621330,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621340,64,11,5,4,2,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621391,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621399,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621420,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621492,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CAMPO,2010,621498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621511,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,621610,131,4,1,1,0,1,1,0,0,0,0,0,0,0,0
CAMPO,2010,621910,16,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CAMPO,2010,622110,1870,2,0,0,0,1,0,0,0,0,1,0,0,0,0
CAMPO,2010,623110,131,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CAMPO,2010,623210,289,26,4,11,9,1,1,0,0,0,0,0,0,0,0
CAMPO,2010,623220,361,3,0,0,1,0,1,0,1,0,0,0,0,0,0
CAMPO,2010,623312,383,27,12,5,2,7,1,0,0,0,0,0,0,0,0
CAMPO,2010,623990,12,2,1,0,1,0,0,0,0,0,0,0,0,0,0
